"","dateCrawled","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","postalCode","lastSeen"
"47624","3/27/2016 19:51",2750,1,7,2004,0,75,"forfour",150000,12,"0",29,0,"3/27/2016 0:00",99891,"4/5/2016 18:16"
"47625","3/15/2016 17:37",8999,1,5,2008,1,140,"",125000,6,"1",24,0,"3/15/2016 0:00",90443,"4/6/2016 14:16"
"47630","4/4/2016 18:56",1900,0,8,1997,1,165,"a6",150000,10,"0",36,0,"4/4/2016 0:00",85622,"4/6/2016 21:16"
"47645","4/4/2016 22:48",4500,0,NA,2005,NA,0,"rav",150000,0,"",25,NA,"4/4/2016 0:00",20537,"4/7/2016 1:45"
"47649","3/28/2016 11:47",650,1,8,1996,0,75,"astra",150000,4,"0",38,0,"3/28/2016 0:00",6193,"4/6/2016 14:17"
"47651","3/30/2016 13:50",22900,0,4,2013,1,140,"golf",30000,1,"1",40,0,"3/30/2016 0:00",72138,"4/7/2016 4:44"
"47654","3/25/2016 16:39",17400,1,8,2014,0,110,"golf",20000,11,"1",40,0,"3/25/2016 0:00",34132,"4/6/2016 20:48"
"47660","3/21/2016 10:48",2100,0,7,2003,0,80,"fiesta",150000,6,"",35,0,"3/21/2016 0:00",47441,"4/6/2016 4:16"
"47667","3/7/2016 9:53",16750,1,2,2008,1,218,"1",125000,11,"1",11,0,"3/7/2016 0:00",71634,"4/6/2016 22:47"
"47668","3/24/2016 17:36",1999,1,6,2004,0,109,"3_reihe",150000,11,"1",33,0,"3/24/2016 0:00",51063,"3/26/2016 2:18"
"47683","3/19/2016 16:52",5500,0,5,2006,1,140,"b_klasse",150000,6,"1",37,0,"3/19/2016 0:00",59269,"3/19/2016 16:52"
"47684","4/2/2016 13:56",17900,0,8,2012,0,170,"golf",50000,2,"1",40,0,"4/2/2016 0:00",97437,"4/4/2016 11:17"
"47695","3/23/2016 13:56",1999,0,8,2002,0,116,"bora",150000,7,"0",40,0,"3/23/2016 0:00",42477,"3/24/2016 21:18"
"47697","3/15/2016 15:50",3750,1,NA,2016,0,140,"",150000,3,"",36,1,"3/15/2016 0:00",35114,"3/15/2016 15:50"
"47700","3/20/2016 13:44",15999,0,6,2012,0,140,"a3",80000,7,"1",36,0,"3/20/2016 0:00",16909,"4/6/2016 14:45"
"47701","3/26/2016 19:46",2500,1,6,2003,0,102,"passat",150000,10,"0",40,NA,"3/26/2016 0:00",26826,"4/6/2016 9:45"
"47702","3/28/2016 11:54",21750,1,8,2013,0,230,"golf",40000,9,"0",40,0,"3/28/2016 0:00",31275,"4/6/2016 14:17"
"47708","3/17/2016 19:58",11500,1,5,2014,1,105,"touran",150000,2,"1",40,0,"3/17/2016 0:00",77694,"4/7/2016 8:46"
"47721","3/29/2016 18:47",12990,1,7,2009,0,174,"cooper",100000,1,"0",22,0,"3/29/2016 0:00",37130,"4/6/2016 4:45"
"47725","4/5/2016 0:39",250,1,6,1974,NA,0,"601",150000,7,"0",7,NA,"4/4/2016 0:00",15806,"4/7/2016 7:15"
"47736","3/29/2016 23:47",2800,1,5,2005,0,86,"modus",90000,2,"1",34,0,"3/29/2016 0:00",45661,"4/6/2016 11:16"
"47738","3/28/2016 16:44",5500,0,8,1998,0,170,"omega",40000,7,"0",38,0,"3/28/2016 0:00",73240,"4/6/2016 21:45"
"47739","4/4/2016 21:58",8490,0,3,2008,0,160,"scirocco",125000,12,"0",40,0,"4/4/2016 0:00",33106,"4/7/2016 1:16"
"47745","3/27/2016 9:56",15000,0,6,2014,0,110,"golf",20000,10,"1",40,0,"3/27/2016 0:00",38895,"4/7/2016 4:46"
"47750","4/4/2016 22:43",2250,0,8,2004,0,98,"megane",125000,10,"0",34,0,"4/4/2016 0:00",44805,"4/7/2016 1:16"
"47751","4/2/2016 8:37",12000,1,8,2011,0,200,"octavia",50000,8,"0",30,1,"4/2/2016 0:00",49477,"4/4/2016 5:16"
"47763","4/1/2016 15:49",8950,0,7,2010,1,86,"polo",60000,11,"0",40,0,"4/1/2016 0:00",46284,"4/7/2016 13:50"
"47768","3/6/2016 11:51",890,0,7,2005,0,85,"1",70000,9,"0",14,1,"3/6/2016 0:00",82008,"3/8/2016 15:16"
"47777","3/6/2016 16:51",4150,0,5,1997,0,102,"sprinter",150000,4,"1",37,0,"3/6/2016 0:00",86438,"3/17/2016 15:17"
"47778","3/24/2016 0:36",2500,0,6,1991,1,140,"e_klasse",150000,0,"0",37,NA,"3/24/2016 0:00",16348,"4/6/2016 21:15"
"47791","3/14/2016 13:57",7980,0,7,2011,0,80,"micra",30000,11,"0",26,0,"3/14/2016 0:00",4924,"4/5/2016 16:21"
"47792","4/3/2016 11:58",10900,1,6,2013,0,105,"",150000,6,"1",40,0,"4/3/2016 0:00",34225,"4/7/2016 13:16"
"47796","4/3/2016 14:54",5950,0,8,2005,0,250,"golf",150000,9,"0",40,0,"4/3/2016 0:00",44628,"4/5/2016 14:15"
"47802","3/12/2016 0:53",9550,0,4,2007,0,116,"",70000,3,"0",22,0,"3/11/2016 0:00",25335,"4/5/2016 17:22"
"47811","3/30/2016 0:57",38750,0,3,2013,1,245,"a5",40000,8,"1",36,0,"3/29/2016 0:00",81245,"4/6/2016 20:16"
"47819","4/3/2016 21:40",2200,0,NA,1995,0,72,"golf",150000,0,"0",40,NA,"4/3/2016 0:00",42119,"4/5/2016 22:18"
"47828","4/1/2016 18:42",1500,1,6,1999,0,116,"focus",150000,0,"0",35,0,"4/1/2016 0:00",86529,"4/1/2016 18:42"
"47836","3/11/2016 0:57",2600,0,8,1999,0,150,"bora",150000,7,"0",40,0,"3/10/2016 0:00",94036,"3/23/2016 22:47"
"47840","3/8/2016 13:50",2090,1,7,2006,0,67,"matiz",80000,10,"0",14,0,"3/8/2016 0:00",38518,"4/5/2016 19:18"
"47842","4/2/2016 20:44",5499,0,8,2008,0,125,"auris",150000,3,"0",25,0,"4/2/2016 0:00",39249,"4/2/2016 20:44"
"47854","3/29/2016 18:38",10250,1,3,2009,0,140,"passat",150000,8,"1",40,0,"3/29/2016 0:00",21335,"4/6/2016 4:16"
"47856","3/14/2016 19:44",6200,1,7,2008,0,95,"one",125000,2,"0",22,0,"3/14/2016 0:00",34130,"3/17/2016 9:16"
"47866","4/2/2016 13:58",900,0,8,2001,0,75,"colt",150000,7,"0",20,0,"4/2/2016 0:00",56290,"4/5/2016 20:45"
"47869","4/4/2016 0:56",380,0,7,1997,0,50,"fiesta",150000,12,"0",35,0,"4/4/2016 0:00",42799,"4/4/2016 8:41"
"47870","3/27/2016 12:51",2950,0,7,2004,0,101,"fabia",150000,11,"0",30,0,"3/27/2016 0:00",34497,"4/7/2016 8:17"
"47873","3/10/2016 11:51",1999,0,6,2002,0,110,"mondeo",125000,2,"0",35,0,"3/10/2016 0:00",72793,"4/7/2016 2:44"
"47879","3/27/2016 8:36",0,0,5,1995,0,77,"transporter",150000,4,"1",40,NA,"3/27/2016 0:00",91732,"3/27/2016 10:47"
"47880","3/8/2016 14:47",6500,0,5,2008,0,102,"altea",80000,7,"0",31,0,"3/8/2016 0:00",56743,"3/16/2016 10:47"
"47889","3/29/2016 11:51",500,0,7,1991,0,54,"clio",150000,7,"0",34,0,"3/29/2016 0:00",40591,"4/5/2016 21:15"
"47894","3/21/2016 21:41",13500,1,5,2011,0,140,"sharan",150000,3,"1",40,0,"3/21/2016 0:00",86399,"4/7/2016 1:17"
"47896","3/22/2016 11:53",600,1,7,2003,0,60,"punto",150000,6,"0",32,1,"3/22/2016 0:00",33330,"3/22/2016 12:39"
"47899","4/4/2016 10:54",6500,1,7,2008,0,60,"polo",50000,4,"0",40,0,"4/4/2016 0:00",14913,"4/6/2016 12:17"
"47917","4/4/2016 18:45",7400,0,5,2007,0,150,"zafira",150000,6,"1",38,0,"4/4/2016 0:00",57413,"4/6/2016 20:46"
"47918","3/21/2016 13:44",10000,0,8,2006,1,450,"1",150000,6,"0",36,0,"3/21/2016 0:00",91207,"3/21/2016 13:44"
"47919","3/14/2016 21:40",3800,0,NA,2017,0,128,"",150000,4,"",32,0,"3/14/2016 0:00",79114,"4/6/2016 11:46"
"47922","3/6/2016 13:46",5050,0,7,2007,0,80,"corsa",50000,11,"0",38,0,"3/6/2016 0:00",9306,"4/4/2016 4:48"
"47925","3/13/2016 19:48",5950,1,7,1978,0,50,"golf",100000,7,"0",40,0,"3/13/2016 0:00",59557,"4/6/2016 18:44"
"47927","3/26/2016 14:49",5749,1,5,2007,0,143,"5_reihe",150000,1,"1",28,0,"3/26/2016 0:00",77654,"4/6/2016 2:46"
"47934","4/7/2016 12:25",990,1,NA,2016,0,69,"yaris",150000,11,"",25,NA,"4/7/2016 0:00",56594,"4/7/2016 12:25"
"47940","4/5/2016 10:55",18800,1,6,2014,0,122,"golf",30000,8,"",40,0,"4/5/2016 0:00",38474,"4/5/2016 11:42"
"47950","3/31/2016 18:43",2600,1,6,2001,0,131,"passat",150000,3,"1",40,NA,"3/31/2016 0:00",59939,"4/6/2016 12:16"
"47964","3/22/2016 13:46",25450,0,3,2007,1,387,"cl",150000,1,"0",37,0,"3/22/2016 0:00",63069,"3/25/2016 9:46"
"47970","3/7/2016 14:47",2490,1,6,2000,0,68,"transporter",150000,3,"1",40,0,"3/7/2016 0:00",6333,"3/12/2016 16:47"
"47980","3/17/2016 11:48",35900,1,2,2013,1,265,"glk",40000,3,"1",37,0,"3/17/2016 0:00",76131,"3/31/2016 18:17"
"47982","3/9/2016 20:56",1600,0,NA,2018,0,150,"astra",150000,1,"",38,0,"3/9/2016 0:00",90439,"4/5/2016 18:46"
"47985","3/7/2016 10:57",4500,0,5,2006,0,140,"touran",150000,10,"1",40,0,"3/7/2016 0:00",45891,"3/14/2016 6:16"
"47992","3/12/2016 14:39",5800,0,8,2002,0,193,"5er",150000,2,"1",30,0,"3/12/2016 0:00",74219,"3/30/2016 9:15"
"47993","3/10/2016 14:45",4200,0,4,1996,1,145,"mustang",70000,4,"0",35,0,"3/10/2016 0:00",96103,"3/12/2016 4:16"
"47994","3/15/2016 15:55",8500,1,2,2003,1,163,"m_klasse",150000,5,"1",37,0,"3/15/2016 0:00",53229,"4/2/2016 12:16"
"47996","3/25/2016 17:57",850,0,8,2006,1,169,"1",150000,6,"2",18,1,"3/25/2016 0:00",42579,"4/1/2016 2:44"
"47997","4/2/2016 11:59",9900,0,5,2001,0,102,"transporter",150000,3,"1",40,0,"4/2/2016 0:00",78532,"4/6/2016 10:17"
"48002","3/19/2016 3:06",220,1,NA,1990,NA,0,"defender",5000,0,"",5,NA,"3/19/2016 0:00",56269,"4/6/2016 21:46"
"48014","3/29/2016 0:36",17999,0,3,2004,1,333,"6er",150000,0,"0",30,NA,"3/29/2016 0:00",71263,"3/30/2016 16:45"
"48016","3/12/2016 17:45",1650,0,7,2002,1,64,"fortwo",150000,1,"0",29,NA,"3/12/2016 0:00",20099,"3/12/2016 17:45"
"48023","3/10/2016 19:45",2790,1,6,1997,0,125,"a4",150000,11,"0",36,0,"3/10/2016 0:00",52531,"3/31/2016 10:15"
"48024","3/16/2016 17:49",1199,0,8,1996,0,136,"omega",150000,7,"0",38,0,"3/16/2016 0:00",56077,"4/5/2016 22:16"
"48025","3/24/2016 13:58",19000,1,8,1951,0,0,"",80000,3,"0",24,0,"3/24/2016 0:00",84130,"4/7/2016 6:17"
"48029","3/20/2016 19:30",2400,0,7,2004,1,61,"fortwo",80000,2,"0",29,0,"3/20/2016 0:00",57234,"4/6/2016 2:16"
"48048","3/15/2016 18:39",2600,1,8,2004,0,0,"touran",150000,8,"1",40,NA,"3/15/2016 0:00",51065,"3/15/2016 18:39"
"48051","4/3/2016 16:41",3555,1,NA,2018,1,125,"vectra",125000,6,"",38,0,"4/3/2016 0:00",82362,"4/5/2016 15:46"
"48055","3/28/2016 15:25",4650,0,7,2007,NA,72,"fortwo",125000,12,"",29,NA,"3/28/2016 0:00",60486,"4/4/2016 22:47"
"48060","4/3/2016 10:39",3699,1,3,2008,1,71,"fortwo",125000,7,"0",29,0,"4/3/2016 0:00",75446,"4/5/2016 8:48"
"48062","3/27/2016 13:54",6000,0,5,2012,1,200,"s_max",60000,3,"1",35,0,"3/27/2016 0:00",60311,"3/27/2016 13:54"
"48069","3/28/2016 19:46",2900,1,5,2005,0,102,"1",125000,6,"1",23,1,"3/28/2016 0:00",90443,"4/7/2016 2:15"
"48070","3/9/2016 19:55",250,0,6,1997,0,101,"passat",150000,11,"0",40,NA,"3/9/2016 0:00",72622,"3/10/2016 16:18"
"48083","4/1/2016 4:36",26000,1,2,2013,0,140,"q3",50000,10,"1",36,0,"4/1/2016 0:00",69514,"4/7/2016 6:15"
"48110","3/23/2016 22:57",32400,0,6,2011,1,265,"e_klasse",90000,12,"1",37,0,"3/23/2016 0:00",99510,"4/6/2016 17:16"
"48117","3/20/2016 13:57",350,0,NA,2017,NA,101,"a3",150000,0,"0",36,1,"3/20/2016 0:00",70771,"3/20/2016 13:57"
"48118","4/4/2016 20:57",300,1,8,1996,0,0,"a4",150000,4,"0",36,1,"4/4/2016 0:00",74747,"4/6/2016 23:44"
"48120","3/27/2016 15:55",1100,1,NA,1999,0,0,"golf",150000,0,"0",40,0,"3/27/2016 0:00",34466,"4/5/2016 11:47"
"48123","3/15/2016 21:58",10950,1,5,2008,1,170,"touran",125000,6,"0",40,0,"3/15/2016 0:00",30926,"4/7/2016 7:46"
"48125","3/14/2016 21:46",12999,0,6,2010,0,184,"3er",150000,8,"1",30,0,"3/14/2016 0:00",57078,"4/6/2016 13:17"
"48128","3/31/2016 11:50",180,1,7,1998,0,0,"twingo",125000,3,"0",34,1,"3/31/2016 0:00",12439,"4/6/2016 4:17"
"48131","3/10/2016 7:57",9999,1,3,2004,1,333,"6er",20000,0,"0",30,NA,"3/10/2016 0:00",40599,"3/11/2016 7:15"
"48133","3/28/2016 21:39",1600,1,7,2000,0,106,"tigra",150000,2,"0",38,0,"3/28/2016 0:00",53773,"4/3/2016 2:47"
"48140","4/3/2016 17:40",16400,0,8,2011,1,140,"golf",90000,0,"",40,NA,"4/3/2016 0:00",45141,"4/5/2016 17:26"
"48146","3/10/2016 15:58",2500,0,6,2006,0,170,"4_reihe",150000,11,"1",33,0,"3/10/2016 0:00",32130,"3/12/2016 6:45"
"48147","3/26/2016 17:50",15499,1,8,2006,1,218,"3er",150000,8,"0",30,NA,"3/26/2016 0:00",89077,"4/6/2016 6:46"
"48150","3/7/2016 18:41",1000,1,7,2001,0,58,"clio",150000,4,"0",34,0,"3/7/2016 0:00",40235,"4/7/2016 1:44"
"48153","3/7/2016 18:37",800,1,6,1992,0,116,"3er",150000,8,"",30,0,"3/7/2016 0:00",88512,"3/17/2016 16:45"
"48156","3/27/2016 20:52",300,1,7,1993,0,60,"astra",150000,2,"0",38,1,"3/27/2016 0:00",48317,"4/3/2016 19:47"
"48163","3/19/2016 17:36",4000,1,4,2004,0,125,"tigra",150000,11,"0",38,0,"3/19/2016 0:00",36399,"4/7/2016 3:45"
"48166","3/14/2016 4:41",1300,1,7,2001,0,50,"polo",150000,0,"",40,NA,"3/13/2016 0:00",89518,"4/6/2016 21:18"
"48172","3/23/2016 13:48",300,0,NA,2000,0,0,"",150000,0,"0",40,1,"3/23/2016 0:00",24589,"4/5/2016 14:16"
"48176","3/29/2016 10:54",2499,1,4,1988,1,75,"golf",150000,0,"0",40,NA,"3/29/2016 0:00",78315,"4/1/2016 22:15"
"48177","3/7/2016 14:55",2850,1,8,1996,0,193,"5er",125000,5,"0",30,0,"3/7/2016 0:00",47509,"3/12/2016 16:48"
"48183","3/26/2016 13:48",3900,1,6,2004,0,250,"ptcruiser",150000,0,"0",12,0,"3/26/2016 0:00",37574,"4/6/2016 1:46"
"48188","3/8/2016 20:51",4500,1,6,2005,0,0,"5er",150000,10,"1",30,0,"3/8/2016 0:00",48369,"3/9/2016 12:46"
"48192","3/10/2016 11:25",33000,0,8,2012,1,245,"x_reihe",100000,3,"1",30,0,"3/10/2016 0:00",61184,"4/5/2016 6:46"
"48196","3/25/2016 20:06",5500,0,4,2010,NA,71,"fortwo",60000,6,"0",29,0,"3/25/2016 0:00",65558,"4/5/2016 14:46"
"48199","3/25/2016 11:53",3999,0,3,1999,0,179,"tt",150000,5,"0",36,0,"3/25/2016 0:00",30455,"4/6/2016 12:45"
"48206","3/20/2016 19:36",1199,0,8,1993,0,122,"c_klasse",150000,3,"0",37,0,"3/20/2016 0:00",87435,"3/25/2016 21:15"
"48207","3/27/2016 12:25",2700,0,6,1999,1,165,"a4",150000,3,"0",36,0,"3/27/2016 0:00",65817,"4/7/2016 4:45"
"48209","3/5/2016 14:55",30,1,NA,1980,NA,0,"1",20000,0,"",36,NA,"3/5/2016 0:00",27356,"4/7/2016 14:57"
"48211","3/23/2016 20:48",420,0,7,1998,0,60,"fiesta",50000,11,"0",35,1,"3/23/2016 0:00",16761,"3/23/2016 20:48"
"48217","3/16/2016 11:48",2200,0,8,1999,1,101,"vectra",150000,3,"0",38,0,"3/16/2016 0:00",63452,"4/6/2016 5:16"
"48221","3/9/2016 15:36",700,1,7,2000,0,54,"corsa",150000,11,"0",38,0,"3/9/2016 0:00",48301,"3/19/2016 15:16"
"48228","3/30/2016 0:46",17500,0,8,2012,0,136,"1er",40000,6,"0",30,0,"3/29/2016 0:00",12349,"4/6/2016 20:16"
"48232","4/4/2016 22:56",6999,0,8,2005,1,129,"1er",80000,11,"0",30,0,"4/4/2016 0:00",58095,"4/4/2016 22:56"
"48234","3/9/2016 14:54",2000,0,4,1997,0,101,"golf",150000,6,"0",40,0,"3/9/2016 0:00",76889,"4/6/2016 23:16"
"48235","3/13/2016 11:52",16990,1,6,2011,1,170,"c_klasse",125000,6,"1",37,0,"3/13/2016 0:00",94127,"3/15/2016 17:45"
"48237","3/27/2016 18:49",5350,1,8,2004,1,115,"golf",125000,7,"0",40,0,"3/27/2016 0:00",13581,"4/5/2016 15:46"
"48249","3/21/2016 13:42",690,0,8,1998,0,101,"astra",150000,12,"0",38,0,"3/21/2016 0:00",47228,"4/6/2016 8:45"
"48250","3/22/2016 22:49",4399,1,7,2009,0,60,"fabia",50000,12,"0",30,0,"3/22/2016 0:00",85774,"3/23/2016 0:41"
"48262","3/5/2016 23:50",2000,1,7,2008,0,75,"fox",150000,3,"1",40,NA,"3/5/2016 0:00",21073,"3/6/2016 6:43"
"48265","3/9/2016 15:50",27990,1,8,2012,1,184,"x_reihe",150000,9,"1",30,0,"3/9/2016 0:00",81829,"3/17/2016 16:46"
"48266","3/12/2016 22:51",4850,1,7,2008,0,60,"fabia",80000,5,"0",30,NA,"3/12/2016 0:00",65510,"3/16/2016 3:15"
"48268","3/13/2016 17:50",2550,1,6,2003,0,101,"golf",150000,7,"1",40,0,"3/13/2016 0:00",72348,"3/15/2016 18:16"
"48270","3/8/2016 19:52",14900,0,NA,2018,1,110,"1",50000,0,"1",34,0,"3/8/2016 0:00",27777,"3/18/2016 1:16"
"48275","3/10/2016 18:53",5900,0,3,2004,0,143,"cl",90000,12,"0",37,0,"3/10/2016 0:00",67549,"3/16/2016 8:17"
"48278","3/17/2016 18:47",15000,1,2,2012,0,150,"1",30000,4,"1",35,0,"3/17/2016 0:00",69518,"3/27/2016 11:16"
"48285","4/1/2016 9:56",1100,0,7,2003,0,0,"twingo",125000,9,"0",34,NA,"4/1/2016 0:00",66763,"4/3/2016 6:16"
"48289","3/28/2016 12:44",2300,0,2,2005,1,163,"1",150000,4,"1",23,1,"3/28/2016 0:00",53909,"3/28/2016 12:44"
"48292","4/4/2016 0:56",8000,0,3,2005,1,163,"clk",150000,6,"0",37,0,"4/3/2016 0:00",46238,"4/6/2016 8:17"
"48294","3/28/2016 19:53",2750,1,8,2005,0,105,"astra",150000,11,"0",38,0,"3/28/2016 0:00",78244,"3/28/2016 19:53"
"48301","3/22/2016 13:47",1000,1,6,2000,0,101,"focus",150000,8,"0",35,NA,"3/22/2016 0:00",58453,"4/2/2016 4:17"
"48311","3/11/2016 17:43",1990,1,NA,2017,0,60,"punto",150000,5,"0",32,NA,"3/11/2016 0:00",41466,"4/1/2016 20:18"
"48315","3/19/2016 13:52",9500,0,8,2012,1,170,"a3",80000,6,"1",36,0,"3/19/2016 0:00",10115,"3/19/2016 13:52"
"48319","3/28/2016 18:47",0,1,NA,2017,0,85,"astra",150000,2,"0",38,NA,"3/28/2016 0:00",40229,"4/7/2016 0:46"
"48320","3/9/2016 22:48",29350,0,2,2012,0,122,"defender",60000,5,"1",5,0,"3/9/2016 0:00",99976,"4/6/2016 7:46"
"48327","3/11/2016 9:56",2300,1,8,2001,0,136,"",150000,0,"0",36,1,"3/11/2016 0:00",59077,"3/11/2016 9:56"
"48339","3/6/2016 17:46",1190,1,6,2000,0,116,"a4",150000,4,"1",36,1,"3/6/2016 0:00",72070,"3/6/2016 17:46"
"48341","4/6/2016 13:25",2290,0,7,2006,0,67,"matiz",70000,3,"0",14,NA,"4/6/2016 0:00",57627,"4/6/2016 13:25"
"48342","3/5/2016 17:48",3250,0,6,2002,0,116,"mondeo",150000,2,"1",35,0,"3/5/2016 0:00",59846,"4/5/2016 12:44"
"48350","3/6/2016 11:25",2900,0,7,2006,0,60,"fiesta",125000,8,"0",35,0,"3/6/2016 0:00",65719,"3/24/2016 16:46"
"48356","4/1/2016 19:54",14500,1,8,2012,1,140,"golf",80000,8,"1",40,NA,"4/1/2016 0:00",33100,"4/5/2016 16:45"
"48364","3/9/2016 11:49",150,0,7,1990,0,0,"polo",150000,7,"0",40,1,"3/9/2016 0:00",32816,"3/18/2016 1:47"
"48366","3/16/2016 17:50",15750,1,5,2013,1,116,"c_max",20000,6,"1",35,0,"3/16/2016 0:00",50737,"3/24/2016 10:44"
"48367","4/3/2016 13:54",8500,1,8,2007,0,102,"a3",125000,2,"0",36,0,"4/3/2016 0:00",21629,"4/5/2016 12:46"
"48371","3/16/2016 17:46",1700,1,8,1999,0,82,"a_klasse",150000,2,"0",37,0,"3/16/2016 0:00",91301,"3/19/2016 15:20"
"48372","3/18/2016 23:48",0,0,NA,2000,NA,60,"",5000,0,"",40,NA,"3/18/2016 0:00",32312,"4/6/2016 0:46"
"48376","3/22/2016 10:52",2149,1,NA,2016,0,75,"golf",150000,5,"",40,0,"3/22/2016 0:00",37627,"4/5/2016 23:17"
"48379","3/17/2016 18:43",1,1,NA,2005,0,60,"corsa",5000,0,"0",38,NA,"3/17/2016 0:00",47798,"4/7/2016 5:16"
"48382","3/31/2016 19:56",18400,1,8,2011,1,177,"x_reihe",100000,7,"1",30,0,"3/31/2016 0:00",82152,"4/4/2016 13:17"
"48384","3/16/2016 12:51",3700,0,7,2006,0,94,"1",70000,3,"0",17,0,"3/16/2016 0:00",76887,"4/6/2016 7:46"
"48389","3/11/2016 9:52",2650,1,2,2001,1,184,"cherokee",150000,9,"0",11,NA,"3/11/2016 0:00",76593,"3/12/2016 14:15"
"48394","3/12/2016 22:55",8250,1,7,2013,0,82,"fiesta",50000,3,"0",35,0,"3/12/2016 0:00",95126,"4/6/2016 11:15"
"48402","3/24/2016 19:53",250,1,NA,2005,0,0,"fiesta",150000,0,"0",35,NA,"3/24/2016 0:00",50171,"3/24/2016 20:43"
"48404","3/30/2016 14:58",4500,1,7,2009,0,80,"corsa",80000,11,"0",38,0,"3/30/2016 0:00",83278,"3/30/2016 15:44"
"48409","3/18/2016 10:41",17800,1,4,2007,1,250,"tt",60000,4,"0",36,0,"3/18/2016 0:00",38112,"3/18/2016 10:41"
"48410","3/25/2016 14:45",1500,1,5,1994,0,75,"1",150000,3,"1",37,0,"3/25/2016 0:00",10967,"3/25/2016 14:45"
"48414","3/22/2016 21:48",1450,1,7,2003,0,75,"clio",150000,9,"0",34,0,"3/22/2016 0:00",41366,"3/24/2016 6:16"
"48415","3/22/2016 14:39",200,1,7,1995,0,54,"twingo",150000,2,"0",34,0,"3/22/2016 0:00",22457,"3/22/2016 14:39"
"48426","3/28/2016 15:51",3000,1,6,2003,0,84,"astra",125000,10,"0",38,0,"3/28/2016 0:00",63486,"4/6/2016 20:46"
"48429","3/21/2016 12:57",2500,1,NA,2016,1,0,"m_klasse",150000,0,"1",37,1,"3/21/2016 0:00",25551,"3/31/2016 15:15"
"48432","4/1/2016 16:43",2950,1,6,2003,0,150,"bora",150000,1,"0",40,0,"4/1/2016 0:00",48493,"4/1/2016 16:43"
"48438","3/14/2016 1:49",1700,1,8,1994,0,140,"80",150000,10,"0",36,0,"3/13/2016 0:00",96129,"3/27/2016 11:15"
"48440","4/2/2016 14:59",3350,0,NA,2016,0,110,"ducato",150000,4,"1",32,0,"4/2/2016 0:00",87767,"4/6/2016 14:16"
"48443","4/3/2016 19:48",0,0,NA,2017,NA,0,"galaxy",150000,0,"",35,NA,"4/3/2016 0:00",67655,"4/5/2016 20:45"
"48455","3/24/2016 18:39",33900,0,2,2003,1,250,"g_klasse",150000,12,"1",37,0,"3/24/2016 0:00",15517,"4/7/2016 12:16"
"48464","3/25/2016 11:56",2300,0,7,2005,0,54,"fabia",150000,9,"0",30,NA,"3/25/2016 0:00",27628,"3/31/2016 19:18"
"48469","3/29/2016 22:47",2650,0,8,1991,0,160,"1",150000,6,"0",37,0,"3/29/2016 0:00",50825,"4/6/2016 9:46"
"48478","3/30/2016 18:44",19699,0,8,2014,0,110,"golf",20000,11,"1",40,0,"3/30/2016 0:00",9112,"4/7/2016 9:45"
"48485","3/8/2016 22:38",4390,0,7,2003,0,75,"a2",150000,2,"1",36,0,"3/8/2016 0:00",96145,"3/10/2016 11:45"
"48486","3/7/2016 19:37",150,1,8,1996,0,45,"corsa",150000,5,"0",38,NA,"3/7/2016 0:00",84533,"3/20/2016 23:17"
"48490","3/19/2016 2:52",650,0,8,2001,0,114,"primera",90000,3,"0",26,0,"3/19/2016 0:00",93326,"4/2/2016 7:48"
"48496","3/21/2016 9:55",4100,1,NA,2018,0,109,"caddy",150000,8,"",40,0,"3/21/2016 0:00",50735,"3/31/2016 10:15"
"48497","3/30/2016 18:55",1000,0,7,1998,0,58,"twingo",150000,8,"0",34,0,"3/30/2016 0:00",41749,"3/30/2016 18:55"
"48501","3/14/2016 22:55",500,1,6,2001,0,90,"focus",150000,8,"1",35,0,"3/14/2016 0:00",47669,"4/7/2016 12:16"
"48503","3/29/2016 10:52",11500,1,NA,2017,1,279,"",150000,10,"",37,0,"3/29/2016 0:00",64319,"4/5/2016 20:18"
"48505","4/3/2016 11:58",199,1,NA,2015,NA,0,"",10000,0,"",38,NA,"4/3/2016 0:00",66459,"4/3/2016 11:58"
"48511","4/2/2016 11:49",700,0,7,1999,0,54,"corsa",125000,1,"0",38,0,"4/2/2016 0:00",78713,"4/6/2016 9:46"
"48513","3/28/2016 12:48",7999,0,5,2012,0,86,"roomster",80000,7,"0",30,0,"3/28/2016 0:00",24116,"3/30/2016 3:17"
"48530","3/5/2016 17:53",1699,0,4,2003,1,0,"c3",150000,0,"0",27,NA,"3/5/2016 0:00",26389,"3/29/2016 7:16"
"48534","3/17/2016 11:46",2000,1,NA,1990,0,95,"transporter",150000,0,"0",40,NA,"3/17/2016 0:00",22549,"3/17/2016 11:46"
"48538","4/3/2016 17:39",1199,0,6,2001,0,116,"",150000,4,"1",35,0,"4/3/2016 0:00",66482,"4/5/2016 17:26"
"48542","3/27/2016 11:37",1750,0,7,2004,0,75,"clio",150000,5,"0",34,0,"3/27/2016 0:00",66539,"4/7/2016 6:44"
"48547","4/1/2016 11:45",4500,0,8,1996,1,136,"c_klasse",60000,8,"0",37,0,"4/1/2016 0:00",73457,"4/7/2016 8:15"
"48548","3/19/2016 18:39",5800,0,7,2013,0,60,"up",50000,1,"",40,0,"3/19/2016 0:00",38228,"4/7/2016 5:17"
